PROM2,Microarray,EMT,Prominin 2,Chr2:95274449-95291302,"GO:2001287 negative regulation of caveolin-mediated endocytosis
GO:0048550 negative regulation of pinocytosis
GO:2001286 regulation of caveolin-mediated endocytosis",NA,,,,,,
PRR15L,Microarray,EMT,Proline rich 15 like,Chr17:47951968-47957883,NA,NA,,,,,,
PRSS22,Microarray,EMT,Serine protease 22,Chr16:2852730-2858170,"GO:0006508 proteolysis
GO:0019538 protein metabolic process
GO:1901564 organonitrogen compound metabolic process",NA,,,,,,
PRXL2A,Microarray,EMT,Peroxiredoxin like 2A,Chr10:80407829-80432997,"GO:0045670 regulation of osteoclast differentiation
GO:0030316 osteoclast differentiation
GO:0002761 regulation of myeloid leukocyte differentiation",NA,,,,,,
PTTG1,Microarray,EMT,"PTTG1 regulator of sister chromatid separation, securin",Chr5:160421855-160428739,"GO:2000816 negative regulation of mitotic sister chromatid separation
GO:0031145 anaphase-promoting complex-dependent catabolic process
GO:0033048 negative regulation of mitotic sister chromatid segregation","(M5901)HALLMARK G2M CHECKPOINT
 (M5925)HALLMARK E2F TARGETS",,,,,,
PTTG3P,Microarray,EMT,"Pituitary tumor-transforming 3, pseudogene",Chr8:66767334-66768034,"GO:2000816 negative regulation of mitotic sister chromatid separation
GO:0033048 negative regulation of mitotic sister chromatid segregation
GO:0010965 regulation of mitotic sister chromatid separation",(M5901)HALLMARK G2M CHECKPOINT,,,,,,
PUM3,Microarray,EMT,Pumilio RNA binding family member 3,Chr9:2804155-2844095,"GO:0010835 regulation of protein ADP-ribosylation
GO:0006471 protein ADP-ribosylation
GO:0031399 regulation of protein modification process",NA,,,,,,
RAB25,Microarray,EMT,"RAB25, member RAS oncogene family",Chr1:156061160-156070504,"GO:0031268 pseudopodium organization
GO:0003382 epithelial cell morphogenesis
GO:0010634 positive regulation of epithelial cell migration",NA,,,,,,
RAD18,Microarray,EMT,RAD18 E3 ubiquitin protein ligase,Chr3:8877075-8963472,"GO:0042769 DNA damage response, detection of DNA damage
GO:0006513 protein monoubiquitination
GO:0051865 protein autoubiquitination",NA,,,,,,
RB1CC1,Microarray,EMT,RB1 inducible coiled-coil 1,Chr8:52622458-52714435,"GO:0061723 glycophagy
GO:0061709 reticulophagy
GO:0005980 glycogen catabolic process",NA,,,,,,
RBBP8NL,Microarray,EMT,RBBP8 N-terminal like,Chr20:62410237-62427539,NA,NA,,,,,,
RBM47,Microarray,EMT,RNA binding motif protein 47,Chr4:40423280-40515985,"GO:0016554 cytidine to uridine editing
GO:0016553 base conversion or substitution editing
GO:0002244 hematopoietic progenitor cell differentiation",NA,,,,,,
RND3,Microarray,EMT,Rho family GTPase 3,Chr2:150468193-150487695,"GO:0030950 establishment or maintenance of actin cytoskeleton polarity
GO:0030952 establishment or maintenance of cytoskeleton polarity
GO:0051017 actin filament bundle assembly",(M5942)HALLMARK UV RESPONSE DN,,,,,,
RP2,Microarray,EMT,RP2 activator of ARL3 GTPase,ChrX:46837043-46882356,"GO:0007023 post-chaperonin tubulin folding pathway
GO:0007601 visual perception
GO:0006892 post-Golgi vesicle-mediated transport",NA,,,,,,
RP6-213H19.1,Microarray,EMT,NA,NA,NA,NA,,,,,,
S100A14,Microarray,EMT,S100 calcium binding protein A14,Chr1:153614256-153616325,"GO:0034142 toll-like receptor 4 signaling pathway
GO:0071624 positive regulation of granulocyte chemotaxis
GO:0090026 positive regulation of monocyte chemotaxis",NA,,,,,,
SACS,Microarray,EMT,Sacsin molecular chaperone,Chr13:23328831-23375508,"GO:0090084 negative regulation of inclusion body assembly
GO:0090083 regulation of inclusion body assembly
GO:0070841 inclusion body assembly",NA,,,,,,
SAMD9,Microarray,EMT,Sterile alpha motif domain containing 9,Chr7:93099513-93118023,"GO:0034058 endosomal vesicle fusion
GO:0006906 vesicle fusion
GO:0090174 organelle membrane fusion",(M5911)HALLMARK INTERFERON ALPHA RESPONSE,,,,,,
SAPCD2,Microarray,EMT,Suppressor APC domain containing 2,Chr9:137062127-137070557,"GO:1904777 negative regulation of protein localization to cell cortex
GO:1904776 regulation of protein localization to cell cortex
GO:0098725 symmetric cell division",NA,,,,,,
SCML1,Microarray,EMT,Scm polycomb group protein like 1,ChrX:17737493-17754985,"GO:0006355 regulation of transcription, DNA-templated
GO:1903506 regulation of nucleic acid-templated transcription
GO:0006351 transcription, DNA-templated",NA,,,,,,
SELENBP1,Microarray,EMT,Selenium binding protein 1,Chr1:151364304-151372705,"GO:0015031 protein transport
GO:0015833 peptide transport
GO:0042886 amide transport","(M5945)HALLMARK HEME METABOLISM
 (M5891)HALLMARK HYPOXIA",,,,,,
SH3YL1,Microarray,EMT,SH3 and SYLF domain containing 1,Chr2:239561-264824,"GO:1900027 regulation of ruffle assembly
GO:0097178 ruffle assembly
GO:0006661 phosphatidylinositol biosynthetic process",NA,,,,,,
SHTN1,Microarray,EMT,Shootin 1,Chr10:116883377-117005577,"GO:0061573 actin filament bundle retrograde transport
GO:0045773 positive regulation of axon extension
GO:0060327 cytoplasmic actin-based contraction involved in cell motility",NA,,,,,,
SLC29A2,Microarray,EMT,Solute carrier family 29 member 2,Chr11:66362521-66372476,"GO:0035364 thymine transport
GO:0015862 uridine transport
GO:0035344 hypoxanthine transport","(M5928)HALLMARK MYC TARGETS V2
 (M5947)HALLMARK IL2 STAT5 SIGNALING",,,,,,
SLC9A3R1,Microarray,EMT,SLC9A3 regulator 1,Chr17:74748628-74769352,"GO:0032416 negative regulation of sodium:proton antiporter activity
GO:0060088 auditory receptor cell stereocilium organization
GO:0032415 regulation of sodium:proton antiporter activity","(M5907)HALLMARK ESTROGEN RESPONSE LATE
 (M5924)HALLMARK MTORC1 SIGNALING
 (M5906)HALLMARK ESTROGEN RESPONSE EARLY",,,,,,
SMC5,Microarray,EMT,Structural maintenance of chromosomes 5,Chr9:70258978-70354873,"GO:0034184 positive regulation of maintenance of mitotic sister chromatid cohesion
GO:0034093 positive regulation of maintenance of sister chromatid cohesion
GO:0034182 regulation of maintenance of mitotic sister chromatid cohesion",NA,,,,,,
SOAT1,Microarray,EMT,Sterol O-acyltransferase 1,Chr1:179293797-179358679,"GO:0042986 positive regulation of amyloid precursor protein biosynthetic process
GO:0034379 very-low-density lipoprotein particle assembly
GO:0034435 cholesterol esterification",NA,,,,,,
SPDEF,Microarray,EMT,SAM pointed domain containing ETS transcription factor,Chr6:34537802-34556333,"GO:0060480 lung goblet cell differentiation
GO:0060481 lobar bronchus epithelium development
GO:0061140 lung secretory cell differentiation","(M5908)HALLMARK ANDROGEN RESPONSE
 (M5909)HALLMARK MYOGENESIS",,,,,,
SPDL1,Microarray,EMT,Spindle apparatus coiled-coil protein 1,Chr5:169583773-169604777,"GO:0007094 mitotic spindle assembly checkpoint
GO:0071174 mitotic spindle checkpoint
GO:0045841 negative regulation of mitotic metaphase/anaphase transition",NA,,,,,,
SPINT1,Microarray,EMT,"Serine peptidase inhibitor, Kunitz type 1",Chr15:40844048-40858207,"GO:0060670 branching involved in labyrinthine layer morphogenesis
GO:0060713 labyrinthine layer morphogenesis
GO:0001843 neural tube closure",NA,,,,,,
SPINT2,Microarray,EMT,"Serine peptidase inhibitor, Kunitz type 2",Chr19:38264573-38292615,"GO:0060672 epithelial cell morphogenesis involved in placental branching
GO:0060671 epithelial cell differentiation involved in embryonic placenta development
GO:0060670 branching involved in labyrinthine layer morphogenesis",(M5934)HALLMARK XENOBIOTIC METABOLISM,,,,,,
ST14,Microarray,EMT,Suppression of tumorigenicity 14,Chr11:130159782-130210362,"GO:0060672 epithelial cell morphogenesis involved in placental branching
GO:0060671 epithelial cell differentiation involved in embryonic placenta development
GO:0060670 branching involved in labyrinthine layer morphogenesis","(M5939)HALLMARK P53 PATHWAY
 (M5907)HALLMARK ESTROGEN RESPONSE LATE",,,,,,
STRIP2,Microarray,EMT,Striatin interacting protein 2,Chr7:129434432-129483631,"GO:0008360 regulation of cell shape
GO:0022604 regulation of cell morphogenesis
GO:0000902 cell morphogenesis",NA,,,,,,
SUSD5,Microarray,EMT,Sushi domain containing 5,Chr3:33150043-33218810,"GO:0007219 Notch signaling pathway
GO:0007155 cell adhesion
GO:0022610 biological adhesion",NA,,,,,,
SYNE2,Microarray,EMT,Spectrin repeat containing nuclear envelope protein 2,Chr14:63852965-64226451,"GO:0021817 nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration
GO:0021815 modulation of microtubule cytoskeleton involved in cerebral cortex radial glia guided migration
GO:0021814 cell motility involved in cerebral cortex radial glia guided migration",NA,,,,,,
SYNE4,Microarray,EMT,NA,NA,NA,NA,,,,,,
SYNM,Microarray,EMT,Synemin,Chr15:99105080-99135593,"GO:0031443 fast-twitch skeletal muscle fiber contraction
GO:0014721 twitch skeletal muscle contraction
GO:0003010 voluntary skeletal muscle contraction",NA,,,,,,
TACSTD2,Microarray,EMT,Tumor associated calcium signal transducer 2,Chr1:58575433-58577252,"GO:0090191 negative regulation of branching involved in ureteric bud morphogenesis
GO:0090189 regulation of branching involved in ureteric bud morphogenesis
GO:0001658 branching involved in ureteric bud morphogenesis",NA,,,,,,
TBC1D30,Microarray,EMT,TBC1 domain family member 30,Chr12:64824647-64881033,"GO:1902018 negative regulation of cilium assembly
GO:0120033 negative regulation of plasma membrane bounded cell projection assembly
GO:1902116 negative regulation of organelle assembly",(M5906)HALLMARK ESTROGEN RESPONSE EARLY,,,,,,
TOM1L1,Microarray,EMT,Target of myb1 like 1 membrane trafficking protein,Chr17:54900852-54961956,"GO:0031954 positive regulation of protein autophosphorylation
GO:0043162 ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
GO:0045839 negative regulation of mitotic nuclear division",(M5910)HALLMARK PROTEIN SECRETION,,,,,,
TPD52,Microarray,EMT,Tumor protein D52,Chr8:80034746-80080830,"GO:0030183 B cell differentiation
GO:0030098 lymphocyte differentiation
GO:0042113 B cell activation","(M5910)HALLMARK PROTEIN SECRETION
 (M5908)HALLMARK ANDROGEN RESPONSE
 (M5950)HALLMARK ALLOGRAFT REJECTION",,,,,,
TSPAN1,Microarray,EMT,Tetraspanin 1,Chr1:46175087-46185962,"GO:0045807 positive regulation of endocytosis
GO:0050821 protein stabilization
GO:0030100 regulation of endocytosis",(M5953)HALLMARK KRAS SIGNALING UP,,,,,,
TSPAN13,Microarray,EMT,Tetraspanin 13,Chr7:16753755-16784536,"GO:1903169 regulation of calcium ion transmembrane transport
GO:0051924 regulation of calcium ion transport
GO:0070588 calcium ion transmembrane transport","(M5953)HALLMARK KRAS SIGNALING UP
 (M5907)HALLMARK ESTROGEN RESPONSE LATE",,,,,,
TSPAN15,Microarray,EMT,Tetraspanin 15,Chr10:69451467-69507669,"GO:0045746 negative regulation of Notch signaling pathway
GO:0008593 regulation of Notch signaling pathway
GO:0072659 protein localization to plasma membrane",NA,,,,,,
TTC27,Microarray,EMT,Tetratricopeptide repeat domain 27,Chr2:32628050-32821051,GO:0008150 biological_process,NA,,,,,,
TTK,Microarray,EMT,TTK protein kinase,Chr6:80004605-80042527,"GO:0033316 meiotic spindle assembly checkpoint
GO:0044779 meiotic spindle checkpoint
GO:1903096 protein localization to meiotic spindle midzone","(M5951)HALLMARK SPERMATOGENESIS
 (M5893)HALLMARK MITOTIC SPINDLE
 (M5901)HALLMARK G2M CHECKPOINT",,,,,,
UBLCP1,Microarray,EMT,Ubiquitin like domain containing CTD phosphatase 1,Chr5:159263290-159286034,"GO:0006470 protein dephosphorylation
GO:0016311 dephosphorylation
GO:0006796 phosphate-containing compound metabolic process",NA,,,,,,
USP33,Microarray,EMT,Ubiquitin specific peptidase 33,Chr1:77695989-77759879,"GO:0071108 protein K48-linked deubiquitination
GO:0070536 protein K63-linked deubiquitination
GO:0051298 centrosome duplication",NA,,,,,,
VAMP8,Microarray,EMT,Vesicle associated membrane protein 8,Chr2:85577586-85582031,"GO:1903595 positive regulation of histamine secretion by mast cell
GO:1903593 regulation of histamine secretion by mast cell
GO:0043308 eosinophil degranulation","(M5939)HALLMARK P53 PATHWAY
 (M5913)HALLMARK INTERFERON GAMMA RESPONSE",,,,,,
WDCP,Microarray,EMT,WD repeat and coiled coil containing,Chr2:24029336-24047426,"GO:0051259 protein complex oligomerization
GO:0065003 protein-containing complex assembly
GO:0043933 protein-containing complex subunit organization",NA,,,,,,
WDR19,Microarray,EMT,WD repeat domain 19,Chr4:39182529-39285810,"GO:0060831 smoothened signaling pathway involved in dorsal/ventral neural tube patterning
GO:0060830 ciliary receptor clustering involved in smoothened signaling pathway
GO:0035721 intraciliary retrograde transport",NA,,,,,,
WDR47,Microarray,EMT,WD repeat domain 47,Chr1:108970216-109042228,"GO:0007275 multicellular organism development
GO:0048856 anatomical structure development
GO:0032502 developmental process",NA,,,,,,
XM_165511,Microarray,EMT,NA,NA,NA,NA,,,,,,
XM_374637,Microarray,EMT,NA,NA,NA,NA,,,,,,
XM_496852,Microarray,EMT,NA,NA,NA,NA,,,,,,
YBX2,Microarray,EMT,Y-box binding protein 2,Chr17:7288263-7294639,"GO:0009386 translational attenuation
GO:0048599 oocyte development
GO:0120162 positive regulation of cold-induced thermogenesis","(M5951)HALLMARK SPERMATOGENESIS
 (M5956)HALLMARK KRAS SIGNALING DN",,,,,,
ZG16B,Microarray,EMT,Zymogen granule protein 16B,Chr16_KQ090026v1_alt:9637-11749,"GO:0001895 retina homeostasis
GO:0001894 tissue homeostasis
GO:0048871 multicellular organismal homeostasis",NA,,,,,,
ZMYM1,Microarray,EMT,Zinc finger MYM-type containing 1,Chr1:35059786-35115858,"GO:0022604 regulation of cell morphogenesis
GO:0000902 cell morphogenesis
GO:0022603 regulation of anatomical structure morphogenesis",NA,,,,,,
ZNF788P,Microarray,EMT,"Zinc finger family member 788, pseudogene",Chr19:12092297-12114753,"GO:0006357 regulation of transcription by RNA polymerase II
GO:0006366 transcription by RNA polymerase II
GO:0006355 regulation of transcription, DNA-templated",NA,,,,,,
ZNF860,Microarray,EMT,Zinc finger protein 860,Chr3:31981750-31991715,"GO:0006357 regulation of transcription by RNA polymerase II
GO:0006366 transcription by RNA polymerase II
GO:0006355 regulation of transcription, DNA-templated",NA,,,Choi et al.2010,,,
CDH1,Microarray,EMT Down,Cadherin 1,Chr16:68737292-68835536,"GO:0035635 entry of bacterium into host cell
GO:0099576 regulation of protein catabolic process at postsynapse, modulating synaptic transmission
GO:0071681 cellular response to indole-3-methanol","(M5896)HALLMARK TGF BETA SIGNALING
 (M5915)HALLMARK APICAL JUNCTION
 (M5907)HALLMARK ESTROGEN RESPONSE LATE",,,,,,
CDH2,Microarray,EMT up,Cadherin 2,Chr18:27950966-28177130,"GO:1902897 regulation of postsynaptic density protein 95 clustering
GO:2000809 positive regulation of synaptic vesicle clustering
GO:0097118 neuroligin clustering involved in postsynaptic membrane assembly",(M5930)HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,,,,,,
DSP,Microarray,EMT Down,Desmoplakin,Chr6:7541671-7586714,"GO:0086073 bundle of His cell-Purkinje myocyte adhesion involved in cell communication
GO:0098911 regulation of ventricular cardiac muscle cell action potential
GO:0003223 ventricular compact myocardium morphogenesis",NA,,,,,,
FN1,Microarray,EMT up,Fibronectin 1,Chr2:215360440-215436068,"GO:2001202 negative regulation of transforming growth factor-beta secretion
GO:1904237 positive regulation of substrate-dependent cell migration, cell attachment to substrate
GO:2001201 regulation of transforming growth factor-beta secretion","(M5946)HALLMARK COAGULATION
 (M5921)HALLMARK COMPLEMENT
 (M5930)HALLMARK EPITHELIAL MESENCHYMAL TRANSITION",,,,,,
FOXC2,Microarray,EMT up,Forkhead box C2,Chr16:86566829-86569727,"GO:1902257 negative regulation of apoptotic process involved in outflow tract morphogenesis
GO:0072144 glomerular mesangial cell development
GO:0035470 positive regulation of vascular wound healing",(M5930)HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,,,,,,
GSC,Microarray,EMT up,Goosecoid homeobox,Chr14:94768223-94770162,"GO:0014036 neural crest cell fate specification
GO:0014034 neural crest cell fate commitment
GO:0048866 stem cell fate specification",NA,,,,,,
ITGB6,Microarray,EMT up,Integrin subunit beta 6,Chr2:160099671-160200272,"GO:0038044 transforming growth factor-beta secretion
GO:1901388 regulation of transforming growth factor beta activation
GO:0046718 viral entry into host cell",NA,,,,,,
MMP2,Microarray,EMT up,Matrix metallopeptidase 2,Chr16:55480533-55506691,"GO:0001955 blood vessel maturation
GO:0001957 intramembranous ossification
GO:0060346 bone trabecula formation","(M5946)HALLMARK COAGULATION
 (M5902)HALLMARK APOPTOSIS
 (M5930)HALLMARK EPITHELIAL MESENCHYMAL TRANSITION",,,,,,
MMP3,Microarray,EMT up,Matrix metallopeptidase 3,Chr11:102835801-102843609,"GO:0010727 negative regulation of hydrogen peroxide metabolic process
GO:1903209 positive regulation of oxidative stress-induced cell death
GO:0071732 cellular response to nitric oxide","(M5946)HALLMARK COAGULATION
 (M5930)HALLMARK EPITHELIAL MESENCHYMAL TRANSITION",,,,,,
MMP9,Microarray,EMT up,Matrix metallopeptidase 9,Chr20:46008908-46016561,"GO:2000697 negative regulation of epithelial cell differentiation involved in kidney development
GO:2001268 negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway
GO:0051549 positive regulation of keratinocyte migration","(M5946)HALLMARK COAGULATION
 (M5953)HALLMARK KRAS SIGNALING UP
 (M5915)HALLMARK APICAL JUNCTION",,,,,,
SNAI1,Microarray,EMT up,Snail family transcriptional repressor 1,Chr20:49982980-49988883,"GO:0060806 negative regulation of cell differentiation involved in embryonic placenta development
GO:0010957 negative regulation of vitamin D biosynthetic process
GO:0060800 regulation of cell differentiation involved in embryonic placenta development",NA,,,,,,
SNAI2,Microarray,EMT up,Snail family transcriptional repressor 2,Chr8:48917598-48921429,"GO:0070563 negative regulation of vitamin D receptor signaling pathway
GO:0070562 regulation of vitamin D receptor signaling pathway
GO:0010957 negative regulation of vitamin D biosynthetic process","(M5942)HALLMARK UV RESPONSE DN
 (M5930)HALLMARK EPITHELIAL MESENCHYMAL TRANSITION",,,,,,
SOX10,Microarray,EMT up,SRY-box transcription factor 10,Chr22:37972312-37984532,"GO:0010626 negative regulation of Schwann cell proliferation
GO:0010624 regulation of Schwann cell proliferation
GO:0071393 cellular response to progesterone stimulus",(M5956)HALLMARK KRAS SIGNALING DN,,,,,,
TWIST1,Microarray,EMT up,Twist family bHLH transcription factor 1,Chr7:19115468-19117636,"GO:2000802 positive regulation of endocardial cushion to mesenchymal transition involved in heart valve formation
GO:0140051 positive regulation of endocardial cushion to mesenchymal transition
GO:2000800 regulation of endocardial cushion to mesenchymal transition involved in heart valve formation",NA,,,,,,
VIM,Microarray,EMT up,Vimentin,Chr10:17228241-17237593,"GO:0070307 lens fiber cell development
GO:0060020 Bergmann glial cell differentiation
GO:0071225 cellular response to muramyl dipeptide",(M5930)HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,,,,,,Creighton et al.2009
A2M,RNAseq,EMT,Alpha-2-macroglobulin,Chr12:9067708-9116229,"GO:0001869 negative regulation of complement activation, lectin pathway
GO:0001868 regulation of complement activation, lectin pathway
GO:0045916 negative regulation of complement activation","(M5897)HALLMARK IL6 JAK STAT3 SIGNALING
 (M5946)HALLMARK COAGULATION",,,,,,
AARD,RNAseq,EMT,Alanine and arginine rich domain containing protein,Chr8:116938207-116944487,"GO:0030324 lung development
GO:0030323 respiratory tube development
GO:0060541 respiratory system development",NA,,,,,,
ABLIM1,RNAseq,EMT,Actin binding LIM protein 1,Chr10:114431112-114526913,"GO:0030032 lamellipodium assembly
GO:0097581 lamellipodium organization
GO:0007601 visual perception","(M5909)HALLMARK MYOGENESIS
 (M5906)HALLMARK ESTROGEN RESPONSE EARLY",,,,,,
ACSS1,RNAseq,EMT,Acyl-CoA synthetase short chain family member 1,Chr20:25006230-25058182,"GO:0019542 propionate biosynthetic process
GO:0019427 acetyl-CoA biosynthetic process from acetate
GO:0051790 short-chain fatty acid biosynthetic process",(M5935)HALLMARK FATTY ACID METABOLISM,,,,,,
ACTBL2,RNAseq,EMT,Actin beta like 2,Chr5:57480018-57482811,GO:0008150 biological_process,NA,,,,,,
ADAM9,RNAseq,EMT,ADAM metallopeptidase domain 9,Chr8:38996986-39105260,"GO:0034241 positive regulation of macrophage fusion
GO:0051549 positive regulation of keratinocyte migration
GO:0034239 regulation of macrophage fusion","(M5946)HALLMARK COAGULATION
 (M5921)HALLMARK COMPLEMENT
 (M5915)HALLMARK APICAL JUNCTION",,,,,,
ADRA1B,RNAseq,EMT,Adrenoceptor alpha 1B,Chr5:159916482-159973012,"GO:0001994 norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure
GO:0003321 positive regulation of blood pressure by epinephrine-norepinephrine
GO:0045907 positive regulation of vasoconstriction",(M5915)HALLMARK APICAL JUNCTION,,,,,,
AHNAK2,RNAseq,EMT,AHNAK nucleoprotein 2,Chr14:104937253-104978374,"GO:0001778 plasma membrane repair
GO:0007009 plasma membrane organization
GO:0043484 regulation of RNA splicing",NA,,,,,,
ALDH1A1,RNAseq,EMT,Aldehyde dehydrogenase 1 family member A1,Chr9:72900671-72953053,"GO:0061624 fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate
GO:0006001 fructose catabolic process
GO:0006069 ethanol oxidation","(M5949)HALLMARK PEROXISOME
 (M5948)HALLMARK BILE ACID METABOLISM
 (M5935)HALLMARK FATTY ACID METABOLISM",,,,,,
AOX1,RNAseq,EMT,Aldehyde oxidase 1,Chr2:200586014-200671494,"GO:0009115 xanthine catabolic process
GO:0046110 xanthine metabolic process
GO:0006145 purine nucleobase catabolic process",(M5934)HALLMARK XENOBIOTIC METABOLISM,,,,,,
ARHGEF2,RNAseq,EMT,Rho/Rac guanine nucleotide exchange factor 2,Chr1:155946854-155978547,"GO:0071802 negative regulation of podosome assembly
GO:1902219 negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress
GO:1902218 regulation of intrinsic apoptotic signaling pathway in response to osmotic stress",(M5893)HALLMARK MITOTIC SPINDLE,,,,,,
ARID5B,RNAseq,EMT,AT-rich interaction domain 5B,Chr10:61901699-62096944,"GO:0060613 fat pad development
GO:0060325 face morphogenesis
GO:0008585 female gonad development","(M5908)HALLMARK ANDROGEN RESPONSE
 (M5913)HALLMARK INTERFERON GAMMA RESPONSE",,,,,,
ARL4D,RNAseq,EMT,ADP ribosylation factor like GTPase 4D,Chr17:43398993-43401137,"GO:0009306 protein secretion
GO:0002790 peptide secretion
GO:0006886 intracellular protein transport",NA,,,,,,
ARTN,RNAseq,EMT,Artemin,Chr1:43933320-43937240,"GO:0061146 Peyer's patch morphogenesis
GO:0097021 lymphocyte migration into lymphoid organs
GO:0050930 induction of positive chemotaxis",(M5937)HALLMARK GLYCOLYSIS,,,,,,
AXL,RNAseq,EMT,AXL receptor tyrosine kinase,Chr19:41219223-41261766,"GO:0032825 positive regulation of natural killer cell differentiation
GO:2000669 negative regulation of dendritic cell apoptotic process
GO:0048549 positive regulation of pinocytosis",(M5932)HALLMARK INFLAMMATORY RESPONSE,,,,,,
B3GNT3,RNAseq,EMT,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3",Chr19:17795138-17813576,"GO:0018146 keratan sulfate biosynthetic process
GO:0042339 keratan sulfate metabolic process
GO:0030311 poly-N-acetyllactosamine biosynthetic process",(M5937)HALLMARK GLYCOLYSIS,,,,,,
BCAM,RNAseq,EMT,Basal cell adhesion molecule (Lutheran blood group),Chr19:44809059-44821421,"GO:0007160 cell-matrix adhesion
GO:0031589 cell-substrate adhesion
GO:0007155 cell adhesion","(M5898)HALLMARK DNA REPAIR
 (M5945)HALLMARK HEME METABOLISM",,,,,,
BCAR3,RNAseq,EMT,"BCAR3 adaptor protein, NSP family member",Chr1:93561741-93847219,"GO:0002089 lens morphogenesis in camera-type eye
GO:0033138 positive regulation of peptidyl-serine phosphorylation
GO:0002088 lens development in camera-type eye","(M5896)HALLMARK TGF BETA SIGNALING
 (M5948)HALLMARK BILE ACID METABOLISM",,,,,,
C16orf74,RNAseq,EMT,Chromosome 16 open reading frame 74,Chr16:85707518-85751096,NA,NA,,,,,,
C1orf116,RNAseq,EMT,Chromosome 1 open reading frame 116,Chr1:207018522-207032756,GO:0008150 biological_process,NA,,,,,,
CAMK2N1,RNAseq,EMT,Calcium/calmodulin dependent protein kinase II inhibitor 1,Chr1:20482391-20486210,"GO:1904030 negative regulation of cyclin-dependent protein kinase activity
GO:0070373 negative regulation of ERK1 and ERK2 cascade
GO:0043409 negative regulation of MAPK cascade",NA,,,,,,
CAPG,RNAseq,EMT,"Capping actin protein, gelsolin like",Chr2:85394748-85410697,"GO:0051016 barbed-end actin filament capping
GO:0051693 actin filament capping
GO:0071803 positive regulation of podosome assembly","(M5947)HALLMARK IL2 STAT5 SIGNALING
 (M5950)HALLMARK ALLOGRAFT REJECTION
 (M5930)HALLMARK EPITHELIAL MESENCHYMAL TRANSITION",,,,,,
CARD10,RNAseq,EMT,Caspase recruitment domain family member 10,Chr22:37490362-37519415,"GO:0090051 negative regulation of cell migration involved in sprouting angiogenesis
GO:1903671 negative regulation of sprouting angiogenesis
GO:0090049 regulation of cell migration involved in sprouting angiogenesis",NA,,,,,,
CD22,RNAseq,EMT,CD22 molecule,Chr19:35329169-35347361,"GO:0050859 negative regulation of B cell receptor signaling pathway
GO:0051025 negative regulation of immunoglobulin secretion
GO:0050855 regulation of B cell receptor signaling pathway",NA,,,,,,
CD274,RNAseq,EMT,CD274 molecule,Chr9:5450542-5463238,"GO:0002845 positive regulation of tolerance induction to tumor cell
GO:1905404 positive regulation of activated CD8-positive, alpha-beta T cell apoptotic process
GO:0002843 regulation of tolerance induction to tumor cell","(M5915)HALLMARK APICAL JUNCTION
 (M5913)HALLMARK INTERFERON GAMMA RESPONSE",,,,,,
CD44,RNAseq,EMT,CD44 molecule (Indian blood group),Chr11:35139171-35232402,"GO:1900625 positive regulation of monocyte aggregation
GO:1900623 regulation of monocyte aggregation
GO:1902166 negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","(M5897)HALLMARK IL6 JAK STAT3 SIGNALING
 (M5902)HALLMARK APOPTOSIS
 (M5947)HALLMARK IL2 STAT5 SIGNALING",,,,,,
CDCP1,RNAseq,EMT,CUB domain containing protein 1,Chr3:45082277-45146378,NA,(M5947)HALLMARK IL2 STAT5 SIGNALING,,,,,,
CIB1,RNAseq,EMT,Calcium and integrin binding 1,Chr15:90229975-90233941,"GO:2000256 positive regulation of male germ cell proliferation
GO:1905938 positive regulation of germ cell proliferation
GO:0090050 positive regulation of cell migration involved in sprouting angiogenesis",NA,,,,,,
CLIP4,RNAseq,EMT,CAP-Gly domain containing linker protein family member 4,Chr2:29115415-29183808,NA,NA,,,,,,
COL13A1,RNAseq,EMT,Collagen type XIII alpha 1 chain,Chr10:69801906-69959144,"GO:0001958 endochondral ossification
GO:0060350 endochondral bone morphogenesis
GO:0036075 replacement ossification",NA,,,,,,
COL17A1,RNAseq,EMT,Collagen type XVII alpha 1 chain,Chr10:104031286-104085880,"GO:0031581 hemidesmosome assembly
GO:0007044 cell-substrate junction assembly
GO:0007160 cell-matrix adhesion",(M5915)HALLMARK APICAL JUNCTION,,,,,,
COTL1,RNAseq,EMT,Coactosin like F-actin binding protein 1,Chr16:84565598-84618078,"GO:0043312 neutrophil degranulation
GO:0002283 neutrophil activation involved in immune response
GO:0030833 regulation of actin filament polymerization",NA,,,,,,
CTSB,RNAseq,EMT,Cathepsin B,Chr8:11842525-11868087,"GO:0046697 decidualization
GO:0046718 viral entry into host cell
GO:0002224 toll-like receptor signaling pathway","(M5946)HALLMARK COAGULATION
 (M5921)HALLMARK COMPLEMENT
 (M5945)HALLMARK HEME METABOLISM",,,,,,
