#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CKAP2	RRM2	9606.ENSP00000367276	9606.ENSP00000353770	0	0	0	0	0.815	0	0	0.169	0.840
CKAP2	IQGAP3	9606.ENSP00000367276	9606.ENSP00000354451	0	0	0	0	0.519	0	0	0.103	0.550
CKAP2	MKI67	9606.ENSP00000367276	9606.ENSP00000357643	0	0	0	0	0.912	0	0	0.123	0.920
CKAP2	KIF4A	9606.ENSP00000367276	9606.ENSP00000363524	0	0	0	0	0.731	0	0	0.130	0.756
CKAP2	KIF20A	9606.ENSP00000367276	9606.ENSP00000378356	0	0	0	0	0.888	0	0	0.293	0.917
CKAP2	TOP2A	9606.ENSP00000367276	9606.ENSP00000411532	0	0	0	0	0.933	0	0	0.324	0.953
CKAP2	NUSAP1	9606.ENSP00000367276	9606.ENSP00000453403	0	0	0	0	0.927	0	0	0.383	0.953
CLSPN	RFC2	9606.ENSP00000312995	9606.ENSP00000055077	0	0	0	0	0.121	0	0.900	0.600	0.961
CLSPN	ESPL1	9606.ENSP00000312995	9606.ENSP00000257934	0	0	0	0	0.598	0	0	0.238	0.681
CLSPN	NDC80	9606.ENSP00000312995	9606.ENSP00000261597	0	0	0	0	0.700	0	0	0.083	0.713
CLSPN	GINS1	9606.ENSP00000312995	9606.ENSP00000262460	0	0	0	0	0.287	0.141	0	0.177	0.452
CLSPN	FEN1	9606.ENSP00000312995	9606.ENSP00000305480	0	0	0	0	0.269	0	0	0.355	0.509
CLSPN	KIF20A	9606.ENSP00000312995	9606.ENSP00000378356	0	0	0	0	0.376	0	0	0.134	0.436
CLSPN	DSCC1	9606.ENSP00000312995	9606.ENSP00000322180	0	0	0	0	0.292	0	0	0.307	0.489
CLSPN	NUSAP1	9606.ENSP00000312995	9606.ENSP00000453403	0	0	0	0	0.386	0	0	0.220	0.501
CLSPN	KIF4A	9606.ENSP00000312995	9606.ENSP00000363524	0	0	0	0	0.428	0	0	0.171	0.506
CLSPN	RRM2	9606.ENSP00000312995	9606.ENSP00000353770	0	0	0	0	0.441	0	0	0.294	0.589
CLSPN	MKI67	9606.ENSP00000312995	9606.ENSP00000357643	0	0	0	0	0.659	0	0	0.083	0.674
CLSPN	POLE	9606.ENSP00000312995	9606.ENSP00000322570	0	0	0	0	0.531	0	0	0.448	0.730
CLSPN	TOP2A	9606.ENSP00000312995	9606.ENSP00000411532	0	0	0	0	0.759	0	0	0.449	0.862
DCLRE1C	FEN1	9606.ENSP00000367527	9606.ENSP00000305480	0	0	0	0	0.062	0.147	0	0.395	0.474
DCLRE1C	PAXIP1	9606.ENSP00000367527	9606.ENSP00000384048	0	0	0	0	0.124	0	0.600	0.318	0.740
DSCC1	RFC2	9606.ENSP00000322180	9606.ENSP00000055077	0	0	0	0	0.245	0.717	0.900	0.845	0.996
DSCC1	MYBL2	9606.ENSP00000322180	9606.ENSP00000217026	0	0	0	0	0.350	0.066	0	0.143	0.434
DSCC1	NASP	9606.ENSP00000322180	9606.ENSP00000255120	0	0	0	0	0.553	0	0	0.159	0.608
DSCC1	ESPL1	9606.ENSP00000322180	9606.ENSP00000257934	0	0	0	0	0.684	0	0	0.080	0.697
DSCC1	NDC80	9606.ENSP00000322180	9606.ENSP00000261597	0	0	0	0	0.611	0	0	0	0.611
DSCC1	PKMYT1	9606.ENSP00000322180	9606.ENSP00000262300	0	0	0	0	0.294	0	0	0.465	0.606
DSCC1	GINS1	9606.ENSP00000322180	9606.ENSP00000262460	0	0	0	0	0.840	0.139	0	0.238	0.886
DSCC1	RAD21	9606.ENSP00000322180	9606.ENSP00000297338	0	0	0	0	0.284	0.167	0	0.648	0.772
DSCC1	FEN1	9606.ENSP00000322180	9606.ENSP00000305480	0	0	0	0	0.550	0.090	0	0.438	0.750
DSCC1	TYMS	9606.ENSP00000322180	9606.ENSP00000315644	0	0	0	0	0.474	0	0	0.607	0.784
DSCC1	KIF20A	9606.ENSP00000322180	9606.ENSP00000378356	0	0	0	0	0.423	0.142	0	0.067	0.498
DSCC1	KIFC1	9606.ENSP00000322180	9606.ENSP00000393963	0	0	0	0	0.362	0.142	0	0.159	0.499
DSCC1	KIF4A	9606.ENSP00000322180	9606.ENSP00000363524	0	0	0	0	0.423	0.142	0	0.256	0.600
DSCC1	RRM2	9606.ENSP00000322180	9606.ENSP00000353770	0	0	0	0	0.584	0	0	0.168	0.639
DSCC1	TOP2A	9606.ENSP00000322180	9606.ENSP00000411532	0	0	0	0	0.626	0	0	0.141	0.665
DSCC1	PCNA	9606.ENSP00000322180	9606.ENSP00000368458	0	0	0	0	0.453	0.225	0.600	0.138	0.834
DSCC1	POLE	9606.ENSP00000322180	9606.ENSP00000322570	0	0	0	0	0.517	0.716	0	0.429	0.914
E2F2	MYBL2	9606.ENSP00000355249	9606.ENSP00000217026	0	0	0	0	0.173	0.249	0	0.547	0.694
E2F2	ESPL1	9606.ENSP00000355249	9606.ENSP00000257934	0	0	0	0	0.216	0	0	0.300	0.428
E2F2	PKMYT1	9606.ENSP00000355249	9606.ENSP00000262300	0	0	0	0	0.141	0	0	0.345	0.413
E2F2	TYMS	9606.ENSP00000355249	9606.ENSP00000315644	0	0	0	0	0.176	0	0	0.320	0.416
E2F2	RRM2	9606.ENSP00000355249	9606.ENSP00000353770	0	0	0	0	0.218	0	0	0.387	0.500
E2F2	PCNA	9606.ENSP00000355249	9606.ENSP00000368458	0	0	0	0	0.136	0	0	0.414	0.473
ELAVL2	HTT	9606.ENSP00000380479	9606.ENSP00000347184	0	0	0	0	0	0	0	0.462	0.462
ENOSF1	NPL	9606.ENSP00000345974	9606.ENSP00000258317	0.219	0.663	0	0	0.218	0	0	0.258	0.827
ENOSF1	NDC80	9606.ENSP00000345974	9606.ENSP00000261597	0	0	0	0	0	0	0	0.487	0.487
ENOSF1	TYMS	9606.ENSP00000345974	9606.ENSP00000315644	0	0	0	0	0	0	0	0.832	0.832
ESPL1	MYBL2	9606.ENSP00000257934	9606.ENSP00000217026	0	0	0	0	0.581	0	0	0.558	0.807
ESPL1	TCF19	9606.ENSP00000257934	9606.ENSP00000365433	0	0	0	0	0.384	0	0	0.067	0.401
ESPL1	GINS1	9606.ENSP00000257934	9606.ENSP00000262460	0	0	0	0	0.297	0	0	0.220	0.428
ESPL1	TYMS	9606.ENSP00000257934	9606.ENSP00000315644	0	0	0	0	0.373	0	0	0.124	0.428
ESPL1	FEN1	9606.ENSP00000257934	9606.ENSP00000305480	0	0	0	0	0.313	0	0	0.343	0.530
ESPL1	MASTL	9606.ENSP00000257934	9606.ENSP00000365107	0	0	0	0	0.328	0	0	0.401	0.581
ESPL1	PKMYT1	9606.ENSP00000257934	9606.ENSP00000262300	0	0	0	0	0.371	0	0	0.652	0.772
ESPL1	IQGAP3	9606.ENSP00000257934	9606.ENSP00000354451	0	0	0	0	0.854	0	0	0.073	0.859
ESPL1	KIF4A	9606.ENSP00000257934	9606.ENSP00000363524	0	0	0	0	0.720	0.064	0	0.549	0.871
ESPL1	NUSAP1	9606.ENSP00000257934	9606.ENSP00000453403	0	0	0	0	0.824	0	0	0.306	0.873
ESPL1	POLE	9606.ENSP00000257934	9606.ENSP00000322570	0	0	0	0	0.839	0.078	0	0.323	0.891
ESPL1	MKI67	9606.ENSP00000257934	9606.ENSP00000357643	0	0	0	0	0.912	0	0	0.219	0.928
ESPL1	KIFC1	9606.ENSP00000257934	9606.ENSP00000393963	0	0	0	0	0.878	0.064	0	0.452	0.932
ESPL1	RRM2	9606.ENSP00000257934	9606.ENSP00000353770	0	0	0	0	0.911	0	0	0.288	0.934
ESPL1	KIF20A	9606.ENSP00000257934	9606.ENSP00000378356	0	0	0	0	0.916	0.064	0	0.408	0.949
ESPL1	NDC80	9606.ENSP00000257934	9606.ENSP00000261597	0	0	0	0	0.882	0	0	0.728	0.966
ESPL1	TOP2A	9606.ENSP00000257934	9606.ENSP00000411532	0	0	0	0	0.915	0.255	0	0.661	0.976
ESPL1	RAD21	9606.ENSP00000257934	9606.ENSP00000297338	0	0	0	0	0.234	0.659	0.800	0.929	0.995
FEN1	RFC2	9606.ENSP00000305480	9606.ENSP00000055077	0	0	0	0	0.570	0.182	0.600	0.513	0.922
FEN1	MYBL2	9606.ENSP00000305480	9606.ENSP00000217026	0	0	0	0	0.534	0	0	0.049	0.538
FEN1	TUBG1	9606.ENSP00000305480	9606.ENSP00000251413	0	0	0	0	0.439	0.097	0	0.087	0.498
FEN1	NASP	9606.ENSP00000305480	9606.ENSP00000255120	0	0	0	0	0.863	0	0	0.234	0.890
FEN1	NDC80	9606.ENSP00000305480	9606.ENSP00000261597	0	0	0	0	0.752	0	0	0	0.752
FEN1	PKMYT1	9606.ENSP00000305480	9606.ENSP00000262300	0	0	0	0	0.336	0.063	0	0.121	0.405
FEN1	GINS1	9606.ENSP00000305480	9606.ENSP00000262460	0	0	0	0	0.632	0	0	0.202	0.694
FEN1	RAD21	9606.ENSP00000305480	9606.ENSP00000297338	0	0	0	0	0.209	0.104	0	0.348	0.498
FEN1	LMNB2	9606.ENSP00000305480	9606.ENSP00000327054	0	0	0	0	0.349	0	0	0.139	0.416
FEN1	MSH5	9606.ENSP00000305480	9606.ENSP00000364855	0.056	0	0	0	0.087	0.254	0	0.320	0.504
FEN1	MKI67	9606.ENSP00000305480	9606.ENSP00000357643	0	0	0	0	0.552	0	0	0.095	0.578
FEN1	KIF20A	9606.ENSP00000305480	9606.ENSP00000378356	0	0	0	0	0.643	0	0	0.138	0.679
FEN1	KIF4A	9606.ENSP00000305480	9606.ENSP00000363524	0	0	0	0	0.662	0	0	0.138	0.697
FEN1	NUSAP1	9606.ENSP00000305480	9606.ENSP00000453403	0	0	0	0	0.696	0	0	0.123	0.722
FEN1	PAXIP1	9606.ENSP00000305480	9606.ENSP00000384048	0	0	0	0	0.142	0.650	0	0.240	0.752
FEN1	TYMS	9606.ENSP00000305480	9606.ENSP00000315644	0.058	0	0	0	0.839	0.056	0	0.344	0.894
FEN1	TOP2A	9606.ENSP00000305480	9606.ENSP00000411532	0.047	0	0	0	0.787	0.056	0	0.532	0.898
FEN1	RRM2	9606.ENSP00000305480	9606.ENSP00000353770	0.052	0	0	0	0.842	0	0	0.386	0.900
FEN1	POLE	9606.ENSP00000305480	9606.ENSP00000322570	0	0	0	0	0.326	0.224	0.600	0.744	0.939
FEN1	PCNA	9606.ENSP00000305480	9606.ENSP00000368458	0	0	0	0	0.964	0.995	0.600	0.646	0.999
FFAR2	TNF	9606.ENSP00000473159	9606.ENSP00000398698	0	0	0	0	0.069	0.064	0	0.464	0.492
GINS1	RFC2	9606.ENSP00000262460	9606.ENSP00000055077	0	0	0	0	0.384	0.104	0	0.232	0.539
GINS1	NASP	9606.ENSP00000262460	9606.ENSP00000255120	0	0	0	0	0.630	0	0	0	0.630
GINS1	NDC80	9606.ENSP00000262460	9606.ENSP00000261597	0	0	0	0	0.553	0	0	0	0.553
GINS1	NUSAP1	9606.ENSP00000262460	9606.ENSP00000453403	0	0	0	0	0.330	0	0	0.182	0.429
GINS1	KIF4A	9606.ENSP00000262460	9606.ENSP00000363524	0	0	0	0	0.405	0	0	0.123	0.455
GINS1	KIFC1	9606.ENSP00000262460	9606.ENSP00000393963	0	0	0	0	0.332	0	0	0.241	0.471
GINS1	KIF20A	9606.ENSP00000262460	9606.ENSP00000378356	0	0	0	0	0.298	0	0	0.311	0.496
GINS1	TOP2A	9606.ENSP00000262460	9606.ENSP00000411532	0	0	0	0	0.376	0.120	0	0.315	0.592
GINS1	RRM2	9606.ENSP00000262460	9606.ENSP00000353770	0	0	0	0	0.474	0	0	0.272	0.601
GINS1	TYMS	9606.ENSP00000262460	9606.ENSP00000315644	0	0	0	0	0.513	0	0	0.314	0.652
GINS1	PCNA	9606.ENSP00000262460	9606.ENSP00000368458	0	0	0	0	0.720	0.133	0	0.076	0.756
GINS1	POLE	9606.ENSP00000262460	9606.ENSP00000322570	0	0	0	0	0.362	0.808	0	0.676	0.956
HMGB2	NDC80	9606.ENSP00000296503	9606.ENSP00000261597	0	0	0	0	0.585	0	0	0.067	0.596
HMGB2	MECOM	9606.ENSP00000296503	9606.ENSP00000264674	0	0	0	0	0	0.102	0	0.413	0.450
HMGB2	MKI67	9606.ENSP00000296503	9606.ENSP00000357643	0	0	0	0	0.380	0	0	0.077	0.403
HMGB2	KIF20A	9606.ENSP00000296503	9606.ENSP00000378356	0	0	0	0	0.423	0	0	0	0.423
HMGB2	RRM2	9606.ENSP00000296503	9606.ENSP00000353770	0	0	0	0	0.348	0.151	0	0.084	0.448
HMGB2	KIF4A	9606.ENSP00000296503	9606.ENSP00000363524	0	0	0	0	0.441	0	0	0.066	0.456
HMGB2	PCNA	9606.ENSP00000296503	9606.ENSP00000368458	0	0	0	0	0.561	0	0	0	0.561
HMGB2	NUSAP1	9606.ENSP00000296503	9606.ENSP00000453403	0	0	0	0	0.646	0	0	0.062	0.654
HMGB2	TOP2A	9606.ENSP00000296503	9606.ENSP00000411532	0	0	0	0	0.714	0.165	0	0.104	0.767
IQGAP3	RRM2	9606.ENSP00000354451	9606.ENSP00000353770	0	0	0	0	0.636	0	0	0.095	0.657
IQGAP3	TCF19	9606.ENSP00000354451	9606.ENSP00000365433	0	0	0	0	0.281	0	0	0.248	0.437
IQGAP3	KIFC1	9606.ENSP00000354451	9606.ENSP00000393963	0	0	0	0	0.407	0	0	0.126	0.460
IQGAP3	NUSAP1	9606.ENSP00000354451	9606.ENSP00000453403	0	0	0	0	0.414	0	0	0.242	0.537
IQGAP3	KIF4A	9606.ENSP00000354451	9606.ENSP00000363524	0	0	0	0	0.459	0	0	0.216	0.558
IQGAP3	MKI67	9606.ENSP00000354451	9606.ENSP00000357643	0	0	0	0	0.800	0	0	0.122	0.817
IQGAP3	TOP2A	9606.ENSP00000354451	9606.ENSP00000411532	0	0	0	0	0.802	0	0	0.292	0.853
IQGAP3	KIF20A	9606.ENSP00000354451	9606.ENSP00000378356	0	0	0	0	0.885	0	0	0.126	0.895
KIF20A	MYBL2	9606.ENSP00000378356	9606.ENSP00000217026	0	0	0	0	0.548	0	0	0.234	0.639
KIF20A	TUBG1	9606.ENSP00000378356	9606.ENSP00000251413	0	0	0	0	0.193	0.209	0	0.163	0.419
KIF20A	NDC80	9606.ENSP00000378356	9606.ENSP00000261597	0	0	0	0	0.931	0.181	0	0.298	0.957
KIF20A	PKMYT1	9606.ENSP00000378356	9606.ENSP00000262300	0	0	0	0	0.579	0.102	0	0.157	0.654
KIF20A	TYMS	9606.ENSP00000378356	9606.ENSP00000315644	0	0	0	0	0.802	0	0	0.235	0.842
KIF20A	POLE	9606.ENSP00000378356	9606.ENSP00000322570	0	0	0	0	0.524	0	0	0.060	0.533
KIF20A	LMNB2	9606.ENSP00000378356	9606.ENSP00000327054	0	0	0	0	0.385	0.282	0	0.128	0.581
KIF20A	RRM2	9606.ENSP00000378356	9606.ENSP00000353770	0	0	0	0	0.928	0	0	0.398	0.955
KIF20A	MKI67	9606.ENSP00000378356	9606.ENSP00000357643	0	0	0	0	0.913	0.400	0	0.278	0.959
KIF20A	KIF4A	9606.ENSP00000378356	9606.ENSP00000363524	0	0	0	0.579	0.931	0.066	0.500	0.848	0.977
KIF20A	MASTL	9606.ENSP00000378356	9606.ENSP00000365107	0	0	0	0	0.356	0	0	0.132	0.417
KIF20A	TCF19	9606.ENSP00000378356	9606.ENSP00000365433	0	0	0	0	0.855	0	0	0	0.855
KIF20A	PCNA	9606.ENSP00000378356	9606.ENSP00000368458	0	0	0	0	0.534	0.122	0	0.042	0.573
KIF20A	KIFC1	9606.ENSP00000378356	9606.ENSP00000393963	0	0	0	0.587	0.809	0.243	0.500	0.745	0.945
KIF20A	NUSAP1	9606.ENSP00000378356	9606.ENSP00000453403	0	0	0	0	0.938	0.270	0	0.527	0.977
KIF20A	TOP2A	9606.ENSP00000378356	9606.ENSP00000411532	0	0	0	0	0.972	0.270	0	0.541	0.990
KIF4A	MYBL2	9606.ENSP00000363524	9606.ENSP00000217026	0	0	0	0	0.581	0	0	0.269	0.680
KIF4A	TBC1D1	9606.ENSP00000363524	9606.ENSP00000261439	0	0	0	0	0.064	0	0	0.480	0.492
KIF4A	NDC80	9606.ENSP00000363524	9606.ENSP00000261597	0	0	0	0	0.888	0.181	0	0.388	0.939
KIF4A	PKMYT1	9606.ENSP00000363524	9606.ENSP00000262300	0	0	0	0	0.549	0.102	0	0.151	0.626
KIF4A	TYMS	9606.ENSP00000363524	9606.ENSP00000315644	0	0	0	0	0.607	0	0	0.090	0.628
KIF4A	POLE	9606.ENSP00000363524	9606.ENSP00000322570	0	0	0	0	0.389	0	0	0.067	0.405
KIF4A	RRM2	9606.ENSP00000363524	9606.ENSP00000353770	0	0	0	0	0.811	0	0	0.346	0.871
KIF4A	MKI67	9606.ENSP00000363524	9606.ENSP00000357643	0	0	0	0	0.865	0.102	0	0.254	0.902
KIF4A	MASTL	9606.ENSP00000363524	9606.ENSP00000365107	0	0	0	0	0.322	0	0	0.227	0.454
KIF4A	KIFC1	9606.ENSP00000363524	9606.ENSP00000393963	0	0	0	0.662	0.535	0.082	0.500	0.753	0.826
KIF4A	NUSAP1	9606.ENSP00000363524	9606.ENSP00000453403	0	0	0	0	0.859	0	0	0.517	0.929
KIF4A	TOP2A	9606.ENSP00000363524	9606.ENSP00000411532	0	0	0	0	0.971	0	0	0.721	0.991
KIFC1	MYBL2	9606.ENSP00000393963	9606.ENSP00000217026	0	0	0	0	0.741	0	0	0.290	0.809
KIFC1	TUBG1	9606.ENSP00000393963	9606.ENSP00000251413	0	0	0	0	0.187	0.524	0	0.497	0.788
KIFC1	NDC80	9606.ENSP00000393963	9606.ENSP00000261597	0	0	0	0	0.487	0.181	0	0.386	0.720
KIFC1	PKMYT1	9606.ENSP00000393963	9606.ENSP00000262300	0	0	0	0	0.351	0.102	0	0.366	0.598
KIFC1	TYMS	9606.ENSP00000393963	9606.ENSP00000315644	0	0	0	0	0.375	0	0	0.090	0.407
KIFC1	RRM2	9606.ENSP00000393963	9606.ENSP00000353770	0	0	0	0	0.881	0	0	0.160	0.896
KIFC1	MKI67	9606.ENSP00000393963	9606.ENSP00000357643	0	0	0	0	0.814	0.102	0	0.083	0.833
KIFC1	TCF19	9606.ENSP00000393963	9606.ENSP00000365433	0	0	0	0	0.553	0	0	0.076	0.569
KIFC1	NUSAP1	9606.ENSP00000393963	9606.ENSP00000453403	0	0	0	0	0.465	0	0	0.427	0.680
KIFC1	TOP2A	9606.ENSP00000393963	9606.ENSP00000411532	0	0	0	0	0.867	0	0	0.320	0.906
LMNB2	TOP2A	9606.ENSP00000327054	9606.ENSP00000411532	0	0	0	0	0.369	0.128	0	0.159	0.497
LMNB2	MKI67	9606.ENSP00000327054	9606.ENSP00000357643	0	0	0	0	0.344	0.270	0	0.100	0.532
LMNB2	NUP153	9606.ENSP00000327054	9606.ENSP00000444029	0	0	0	0	0.099	0.156	0	0.696	0.749
LMNB2	SYNE2	9606.ENSP00000327054	9606.ENSP00000350719	0	0	0	0	0.049	0.058	0	0.766	0.772
LMO4	SMAD4	9606.ENSP00000359575	9606.ENSP00000341551	0	0	0	0	0	0.500	0	0	0.500
MAP3K8	TNF	9606.ENSP00000263056	9606.ENSP00000398698	0	0	0	0	0.146	0	0	0.470	0.529
MAST2	ODF2L	9606.ENSP00000354671	9606.ENSP00000359600	0	0	0	0	0	0	0	0.403	0.403
MASTL	RAD21	9606.ENSP00000365107	9606.ENSP00000297338	0	0	0	0	0.083	0	0	0.417	0.443
MASTL	TOP2A	9606.ENSP00000365107	9606.ENSP00000411532	0	0	0	0	0.596	0	0	0.112	0.626
MECOM	SMAD4	9606.ENSP00000264674	9606.ENSP00000341551	0	0	0	0	0	0.317	0	0.192	0.425
MKI67	MYBL2	9606.ENSP00000357643	9606.ENSP00000217026	0	0	0	0	0.582	0	0	0.562	0.809
MKI67	NDC80	9606.ENSP00000357643	9606.ENSP00000261597	0	0	0	0	0.880	0	0	0.260	0.908
MKI67	PKMYT1	9606.ENSP00000357643	9606.ENSP00000262300	0	0	0	0	0.545	0	0	0.199	0.620
MKI67	TYMS	9606.ENSP00000357643	9606.ENSP00000315644	0	0	0	0	0.554	0	0	0.392	0.717
MKI67	POLE	9606.ENSP00000357643	9606.ENSP00000322570	0	0	0	0	0.764	0	0	0.106	0.780
MKI67	RRM2	9606.ENSP00000357643	9606.ENSP00000353770	0	0	0	0	0.923	0	0	0.596	0.967
MKI67	TNF	9606.ENSP00000357643	9606.ENSP00000398698	0	0	0	0	0.062	0	0	0.532	0.542
MKI67	NUSAP1	9606.ENSP00000357643	9606.ENSP00000453403	0	0	0	0	0.964	0	0	0.469	0.980
MKI67	TOP2A	9606.ENSP00000357643	9606.ENSP00000411532	0	0	0	0	0.966	0	0	0.660	0.988
MSH5	RAD21	9606.ENSP00000364855	9606.ENSP00000297338	0	0	0	0	0.108	0	0	0.432	0.472
MSH5	POLE	9606.ENSP00000364855	9606.ENSP00000322570	0	0	0	0	0.169	0.182	0	0.345	0.516
MSH5	PCNA	9606.ENSP00000364855	9606.ENSP00000368458	0	0	0	0	0.145	0.276	0	0.189	0.454
MYBL2	TCF19	9606.ENSP00000217026	9606.ENSP00000365433	0	0	0	0	0.354	0	0	0.167	0.439
MYBL2	NDC80	9606.ENSP00000217026	9606.ENSP00000261597	0	0	0	0	0.391	0	0	0.118	0.440
MYBL2	PKMYT1	9606.ENSP00000217026	9606.ENSP00000262300	0	0	0	0	0.538	0.070	0	0.294	0.670
MYBL2	TYMS	9606.ENSP00000217026	9606.ENSP00000315644	0	0	0	0	0.363	0	0	0.505	0.672
MYBL2	NUSAP1	9606.ENSP00000217026	9606.ENSP00000453403	0	0	0	0	0.597	0	0	0.294	0.703
MYBL2	TOP2A	9606.ENSP00000217026	9606.ENSP00000411532	0	0	0	0	0.574	0.066	0	0.456	0.765
MYBL2	RRM2	9606.ENSP00000217026	9606.ENSP00000353770	0	0	0	0	0.587	0	0	0.574	0.816
NASP	RFC2	9606.ENSP00000255120	9606.ENSP00000055077	0	0	0	0	0.305	0	0	0.228	0.441
NASP	TOP2A	9606.ENSP00000255120	9606.ENSP00000411532	0	0	0	0	0.307	0	0	0.302	0.496
NASP	RRM2	9606.ENSP00000255120	9606.ENSP00000353770	0	0	0	0	0.529	0	0	0.227	0.621
NASP	TYMS	9606.ENSP00000255120	9606.ENSP00000315644	0	0	0	0	0.845	0	0	0.255	0.879
NASP	NDC80	9606.ENSP00000255120	9606.ENSP00000261597	0	0	0	0	0.845	0	0	0.329	0.892
NASP	PCNA	9606.ENSP00000255120	9606.ENSP00000368458	0	0	0	0	0.883	0.244	0	0	0.908
NDC80	TUBG1	9606.ENSP00000261597	9606.ENSP00000251413	0	0	0	0	0.118	0.128	0	0.501	0.583
NDC80	NDE1	9606.ENSP00000261597	9606.ENSP00000379643	0	0	0	0	0.067	0.218	0	0.251	0.406
NDC80	RAD21	9606.ENSP00000261597	9606.ENSP00000297338	0	0	0	0	0.466	0.057	0	0.374	0.657
NDC80	TCF19	9606.ENSP00000261597	9606.ENSP00000365433	0	0	0	0	0.674	0	0	0	0.674
NDC80	POLE	9606.ENSP00000261597	9606.ENSP00000322570	0	0	0	0	0.657	0	0	0.183	0.708
NDC80	PCNA	9606.ENSP00000261597	9606.ENSP00000368458	0	0	0	0	0.705	0	0	0.053	0.708
NDC80	RRM2	9606.ENSP00000261597	9606.ENSP00000353770	0	0	0	0	0.906	0	0	0.293	0.931
NDC80	TYMS	9606.ENSP00000261597	9606.ENSP00000315644	0	0	0	0	0.921	0	0	0.282	0.941
NDC80	TOP2A	9606.ENSP00000261597	9606.ENSP00000411532	0	0	0	0	0.964	0.177	0	0.232	0.975
NDC80	NUSAP1	9606.ENSP00000261597	9606.ENSP00000453403	0	0	0	0	0.977	0	0	0.261	0.982
NDE1	TUBG1	9606.ENSP00000379643	9606.ENSP00000251413	0	0	0	0	0.078	0.282	0	0.391	0.562
NDE1	WDR62	9606.ENSP00000379643	9606.ENSP00000384792	0	0	0	0	0.062	0	0	0.645	0.652
NOD2	TNF	9606.ENSP00000300589	9606.ENSP00000398698	0	0	0	0	0.214	0	0	0.729	0.778
NUP153	SMAD4	9606.ENSP00000444029	9606.ENSP00000341551	0	0	0	0	0.126	0	0.900	0.454	0.948
NUP153	TOP2A	9606.ENSP00000444029	9606.ENSP00000411532	0	0	0	0	0.097	0	0.900	0.055	0.907
NUSAP1	PKMYT1	9606.ENSP00000453403	9606.ENSP00000262300	0	0	0	0	0.330	0	0	0.147	0.404
NUSAP1	TYMS	9606.ENSP00000453403	9606.ENSP00000315644	0	0	0	0	0.848	0	0	0.326	0.893
NUSAP1	RRM2	9606.ENSP00000453403	9606.ENSP00000353770	0	0	0	0	0.924	0	0	0.595	0.968
NUSAP1	PCNA	9606.ENSP00000453403	9606.ENSP00000368458	0	0	0	0	0.601	0	0	0	0.601
NUSAP1	TOP2A	9606.ENSP00000453403	9606.ENSP00000411532	0	0	0	0	0.966	0	0	0.649	0.987
ODF2L	WDR62	9606.ENSP00000359600	9606.ENSP00000384792	0	0	0	0	0	0	0	0.413	0.413
PCNA	RFC2	9606.ENSP00000368458	9606.ENSP00000055077	0.129	0	0	0	0.837	0.997	0.600	0.570	0.999
PCNA	RAD21	9606.ENSP00000368458	9606.ENSP00000297338	0	0	0	0	0.316	0.487	0	0.250	0.714
PCNA	TYMS	9606.ENSP00000368458	9606.ENSP00000315644	0	0	0	0	0.959	0.115	0	0.097	0.964
PCNA	POLE	9606.ENSP00000368458	9606.ENSP00000322570	0.045	0	0	0	0.365	0.846	0.600	0.576	0.981
PCNA	RRM2	9606.ENSP00000368458	9606.ENSP00000353770	0	0	0	0	0.949	0.216	0	0.216	0.966
PCNA	TOP2A	9606.ENSP00000368458	9606.ENSP00000411532	0.219	0	0	0	0.662	0.216	0	0.302	0.836
PIDD1	TNF	9606.ENSP00000337797	9606.ENSP00000398698	0	0	0	0	0	0	0.900	0.211	0.917
PKMYT1	TYMS	9606.ENSP00000262300	9606.ENSP00000315644	0	0	0	0	0.333	0	0	0.147	0.406
PKMYT1	RAD21	9606.ENSP00000262300	9606.ENSP00000297338	0	0	0	0	0.184	0.104	0	0.255	0.408
PKMYT1	PPM1G	9606.ENSP00000262300	9606.ENSP00000342778	0	0	0	0	0.108	0.059	0	0.465	0.512
PKMYT1	TOP2A	9606.ENSP00000262300	9606.ENSP00000411532	0	0	0	0	0.475	0	0	0.270	0.601
PKMYT1	RRM2	9606.ENSP00000262300	9606.ENSP00000353770	0	0	0	0	0.580	0	0	0.238	0.666
POLE	RFC2	9606.ENSP00000322570	9606.ENSP00000055077	0	0	0	0	0.195	0.177	0.600	0.422	0.826
POLE	TYMS	9606.ENSP00000322570	9606.ENSP00000315644	0	0	0	0	0.665	0.056	0	0.316	0.765
POLE	SMAD4	9606.ENSP00000322570	9606.ENSP00000341551	0	0	0	0	0	0	0	0.529	0.529
POLE	RRM2	9606.ENSP00000322570	9606.ENSP00000353770	0	0	0	0	0.417	0.101	0	0.185	0.535
POLE	TOP2A	9606.ENSP00000322570	9606.ENSP00000411532	0	0	0	0	0.658	0.398	0	0.336	0.851
PPM1G	TTC33	9606.ENSP00000342778	9606.ENSP00000338533	0	0	0	0	0	0.058	0	0.408	0.418
RAD21	RFC2	9606.ENSP00000297338	9606.ENSP00000055077	0	0	0	0	0.106	0.081	0	0.428	0.490
RAD21	TOP2A	9606.ENSP00000297338	9606.ENSP00000411532	0	0	0	0	0.167	0	0	0.538	0.599
