ID,Entrez GeneID,uniGene,symbol,name,hg19 knownGene ID
eg:3141:chr21:m,3141,Hs.371350,HLCS,Holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase),
eg:3142:chr1:p,3142,Hs.74870,HLX,H2.0-like homeobox,
eg:3145:chr11:p,3145,Hs.82609,HMBS,Hydroxymethylbilane synthase,
eg:3146:chr13:m,3146,Hs.434102 /// Hs.593339 /// Hs.596078,HMGB1,High mobility group box 1,
eg:3148:chr4:m,3148,Hs.434953,HMGB2,High mobility group box 2,
eg:3149:chrX:p,3149,Hs.19114,HMGB3,High mobility group box 3,
eg:3150:chr21:m,3150,Hs.356285,HMGN1,High mobility group nucleosome binding domain 1,
eg:3151:chr1:p,3151,Hs.181163,HMGN2,High mobility group nucleosomal binding domain 2,
eg:3155:chr1:m,3155,Hs.533444,HMGCL,3-hydroxymethyl-3-methylglutaryl-CoA lyase,
eg:3156:chr5:p,3156,Hs.628096,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,
eg:3157:chr5:m,3157,Hs.397729,HMGCS1,3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble),
eg:3158:chr1:m,3158,Hs.59889,HMGCS2,3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial),
eg:3159:chr6:p,3159,Hs.518805 /// Hs.703764,HMGA1,High mobility group AT-hook 1,
eg:316:chr2:p,316,Hs.406238,AOX1,Aldehyde oxidase 1,
eg:3161:chr5:p,3161,Hs.740467,HMMR,Hyaluronan-mediated motility receptor (RHAMM),
eg:3162:chr22:p,3162,Hs.517581,HMOX1,Heme oxygenase (decycling) 1,
eg:3163:chr16:p,3163,Hs.284279,HMOX2,Heme oxygenase (decycling) 2,
eg:3164:chr12:p,3164,Hs.524430 /// Hs.670088,NR4A1,"Nuclear receptor subfamily 4, group A, member 1",
eg:3166:chr4:m,3166,Hs.104134,HMX1,H6 family homeobox 1,
eg:3167:chr10:p,3167,Hs.444756,HMX2,H6 family homeobox 2,
eg:3169:chr14:m,3169,Hs.163484,FOXA1,Forkhead box A1,
eg:317:chr12:p,317,Hs.552567,APAF1,Apoptotic peptidase activating factor 1,
eg:3170:chr20:m,3170,Hs.155651,FOXA2,Forkhead box A2,
eg:3171:chr19:p,3171,Hs.36137,FOXA3,Forkhead box A3,
eg:3172:chr20:p,3172,Hs.116462,HNF4A,"Hepatocyte nuclear factor 4, alpha",
eg:3174:chr8:p,3174,Hs.241529,HNF4G,"Hepatocyte nuclear factor 4, gamma",
eg:3175:chr15:m,3175,Hs.658573,ONECUT1,One cut homeobox 1,
eg:3176:chr2:p,3176,Hs.42151,HNMT,Histamine N-methyltransferase,
eg:317648:chr4:p,317648,Hs.398178 /// Hs.731500,NOP14-AS1,NOP14 antisense RNA 1 (non-protein coding),
eg:317649:chr3:m,317649,Hs.581355,EIF4E3,Eukaryotic translation initiation factor 4E family member 3,
eg:317662:chr10:p,317662,Hs.408577,FAM149B1,"Family with sequence similarity 149, member B1",
eg:317671:chr5:p,317671,Hs.399758,RFESD,Rieske (Fe-S) domain containing,
eg:3177:chr11:m,3177,Hs.569017,SLC29A2,"Solute carrier family 29 (nucleoside transporters), member 2",
eg:317701:chr19:p,317701,Hs.553684,VN1R2,Vomeronasal 1 receptor 2,
eg:317703:chr19:m,317703,Hs.553685,VN1R4,Vomeronasal 1 receptor 4,
eg:317705:chr1:p,317705,Hs.553686,VN1R5,Vomeronasal 1 receptor 5 (gene/pseudogene),
eg:317716:chr20:p,317716,Hs.434194,BPIFA4P,"BPI fold containing family A, member 4, pseudogene",
eg:317719:chr17:p,317719,Hs.127510,KLHL10,Kelch-like 10 (Drosophila),
eg:317749:chr14:p,317749,Hs.528385,DHRS4L2,Dehydrogenase/reductase (SDR family) member 4 like 2,
eg:317751:chr7:m,317751,,MESTIT1,"MEST intronic transcript 1, antisense RNA (non-protein coding)",
eg:317754:chr21:p,317754,,POTED,"POTE ankyrin domain family, member D",
eg:317761:chr14:m,317761,Hs.335754,C14orf39,Chromosome 14 open reading frame 39,
eg:317762:chr14:m,317762,Hs.709288,CCDC85C,Coiled-coil domain containing 85C,
eg:317772:chr1:m,317772,Hs.664173,HIST2H2AB,"Histone cluster 2, H2ab",
eg:317781:chr12:m,317781,Hs.445168,DDX51,DEAD (Asp-Glu-Ala-Asp) box polypeptide 51,
eg:3178:chr12:p,3178,Hs.546261,HNRNPA1,Heterogeneous nuclear ribonucleoprotein A1,
eg:318:chr9:p,318,Hs.731743,NUDT2,Nudix (nucleoside diphosphate linked moiety X)-type motif 2,
eg:3181:chr7:m,3181,Hs.487774,HNRNPA2B1,Heterogeneous nuclear ribonucleoprotein A2/B1,
eg:3182:chr5:p,3182,Hs.591731,HNRNPAB,Heterogeneous nuclear ribonucleoprotein A/B,
eg:3183:chr14:m,3183,Hs.508848 /// Hs.700762 /// Hs.708738,HNRNPC,Heterogeneous nuclear ribonucleoprotein C (C1/C2),
eg:3184:chr4:m,3184,Hs.480073,HNRNPD,"Heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)",
eg:3185:chr10:m,3185,Hs.808,HNRNPF,Heterogeneous nuclear ribonucleoprotein F,
eg:3187:chr5:m,3187,Hs.604001,HNRNPH1,Heterogeneous nuclear ribonucleoprotein H1 (H),
eg:3188:chrX:p,3188,,HNRNPH2,heterogeneous nuclear ribonucleoprotein H2 (H'),
eg:3189:chr10:p,3189,Hs.643472,HNRNPH3,Heterogeneous nuclear ribonucleoprotein H3 (2H9),
eg:319:chr12:m,319,Hs.534302,APOF,Apolipoprotein F,
eg:3190:chr9:m,3190,Hs.522257,HNRNPK,Heterogeneous nuclear ribonucleoprotein K,
eg:319085:chr14:p,319085,Hs.612888,ITPK1-AS1,ITPK1 antisense RNA 1 (non-protein coding),
eg:3191:chr19:m,3191,Hs.644906,HNRNPL,Heterogeneous nuclear ribonucleoprotein L,
eg:319100:chr6:p,319100,Hs.434196,TAAR6,Trace amine associated receptor 6,
eg:319101:chr12:m,319101,Hs.55410,KRT73,Keratin 73,
eg:319103:chr14:m,319103,Hs.680078,SNORD8,"Small nucleolar RNA, C/D box 8",
eg:319139:chr14:p,319139,,SNORD56B,"small nucleolar RNA, C/D box 56B",
eg:3192:chr1:m,3192,Hs.106212,HNRNPU,Heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A),
eg:3195:chr10:p,3195,Hs.89583,TLX1,T-cell leukemia homeobox 1,
eg:3196:chr2:p,3196,Hs.168586,TLX2,T-cell leukemia homeobox 2,
eg:3198:chr7:m,3198,Hs.67397,HOXA1,Homeobox A1,
eg:3199:chr7:m,3199,Hs.592177,HOXA2,Homeobox A2,
eg:32:chr12:p,32,Hs.234898,ACACB,Acetyl-CoA carboxylase beta,
eg:320:chr9:m,320,Hs.171939,APBA1,"Amyloid beta (A4) precursor protein-binding, family A, member 1",
eg:3200:chr7:m,3200,Hs.659337,HOXA3,Homeobox A3,
eg:3201:chr7:m,3201,Hs.533357,HOXA4,Homeobox A4,
eg:3202:chr7:m,3202,Hs.655218,HOXA5,Homeobox A5,
eg:3203:chr7:m,3203,Hs.679517,HOXA6,Homeobox A6,
eg:3204:chr7:m,3204,Hs.610216 /// Hs.660918,HOXA7,Homeobox A7,
eg:3205:chr7:m,3205,,HOXA9,homeobox A9,
eg:3206:chr7:m,3206,Hs.110637 /// Hs.659350,HOXA10,Homeobox A10,
eg:3207:chr7:m,3207,Hs.249171,HOXA11,Homeobox A11,
eg:3208:chr1:p,3208,Hs.632391,HPCA,Hippocalcin,
eg:3209:chr7:m,3209,Hs.592172,HOXA13,Homeobox A13,
eg:321:chr15:p,321,Hs.618112 /// Hs.721380,APBA2,"Amyloid beta (A4) precursor protein-binding, family A, member 2",
eg:3211:chr17:m,3211,Hs.99992,HOXB1,Homeobox B1,
eg:3212:chr17:m,3212,Hs.514289,HOXB2,Homeobox B2,
eg:3213:chr17:m,3213,Hs.654560,HOXB3,Homeobox B3,
eg:3214:chr17:m,3214,Hs.664706,HOXB4,Homeobox B4,
eg:3215:chr17:m,3215,Hs.654456,HOXB5,Homeobox B5,
eg:3216:chr17:m,3216,Hs.98428,HOXB6,Homeobox B6,
eg:3217:chr17:m,3217,Hs.436181,HOXB7,Homeobox B7,
eg:3218:chr17:m,3218,Hs.514292,HOXB8,Homeobox B8,
eg:3219:chr17:m,3219,Hs.463350,HOXB9,Homeobox B9,
eg:322:chr11:m,322,Hs.372840,APBB1,"Amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)",
eg:3221:chr12:p,3221,,HOXC4,homeobox C4,
eg:3222:chr12:p,3222,,HOXC5,homeobox C5,
eg:3223:chr12:p,3223,Hs.549040,HOXC6,Homeobox C6,
eg:3224:chr12:p,3224,Hs.664500,HOXC8,Homeobox C8,
eg:3225:chr12:p,3225,Hs.658823,HOXC9,Homeobox C9,
eg:3226:chr12:p,3226,Hs.44276,HOXC10,Homeobox C10,
eg:3227:chr12:p,3227,Hs.127562,HOXC11,Homeobox C11,
eg:3228:chr12:p,3228,Hs.381267 /// Hs.587727,HOXC12,Homeobox C12,
eg:3229:chr12:p,3229,Hs.118608,HOXC13,Homeobox C13,
eg:323:chr4:m,323,Hs.479602,APBB2,"Amyloid beta (A4) precursor protein-binding, family B, member 2",
eg:3231:chr2:p,3231,Hs.83465,HOXD1,Homeobox D1,
eg:3232:chr2:p,3232,Hs.93574,HOXD3,Homeobox D3,
eg:3233:chr2:p,3233,Hs.591609,HOXD4,Homeobox D4,
eg:3234:chr2:p,3234,Hs.301963,HOXD8,Homeobox D8,
eg:3235:chr2:p,3235,Hs.236646,HOXD9,Homeobox D9,
eg:3236:chr2:p,3236,Hs.123070,HOXD10,Homeobox D10,
eg:3237:chr2:p,3237,Hs.421136,HOXD11,Homeobox D11,
eg:3238:chr2:p,3238,Hs.450028,HOXD12,Homeobox D12,
eg:3239:chr2:p,3239,Hs.152414,HOXD13,Homeobox D13,
eg:324:chr5:p,324,Hs.158932,APC,Adenomatous polyposis coli,
eg:3240:chr16:p,3240,Hs.513711 /// Hs.702099,HP,Haptoglobin,
eg:3241:chr2:p,3241,Hs.580427,HPCAL1,Hippocalcin-like 1,
eg:3242:chr12:m,3242,Hs.2899,HPD,4-hydroxyphenylpyruvate dioxygenase,
eg:3248:chr4:m,3248,Hs.596913,HPGD,Hydroxyprostaglandin dehydrogenase 15-(NAD),
eg:3249:chr19:p,3249,Hs.182385,HPN,Hepsin,
eg:325:chr1:p,325,Hs.507080,APCS,"Amyloid P component, serum",
eg:3250:chr16:p,3250,Hs.655361,HPR,Haptoglobin-related protein,
eg:3251:chrX:p,3251,Hs.412707,HPRT1,Hypoxanthine phosphoribosyltransferase 1,
eg:3257:chr10:m,3257,Hs.404568,HPS1,Hermansky-Pudlak syndrome 1,
eg:326:chr21:p,326,Hs.129829,AIRE,Autoimmune regulator,
eg:3262:chr7:m,3262,,HPVC1,human papillomavirus (type 18) E5 central sequence-like 1,
eg:3263:chr11:m,3263,Hs.426485,HPX,Hemopexin,
eg:326340:chr4:p,326340,Hs.276457,ZAR1,Zygote arrest 1,
eg:326342:chr19:m,326342,Hs.688043,EMR4P,"Egf-like module containing, mucin-like, hormone receptor-like 4 pseudogene",
eg:326343:chr16:p,326343,Hs.679600,MT1DP,"Metallothionein 1D, pseudogene",
eg:3265:chr11:m,3265,Hs.37003,HRAS,V-Ha-ras Harvey rat sarcoma viral oncogene homolog,
eg:3266:chrX:p,3266,Hs.447330,ERAS,ES cell expressed Ras,
eg:326624:chr17:p,326624,Hs.351413,RAB37,"RAB37, member RAS oncogene family",
eg:326625:chr12:m,326625,Hs.12106,MMAB,Methylmalonic aciduria (cobalamin deficiency) cblB type,
eg:3267:chr2:p,3267,Hs.352962,AGFG1,ArfGAP with FG repeats 1,
eg:3268:chr7:p,3268,Hs.521083,AGFG2,ArfGAP with FG repeats 2,
eg:3269:chr3:p,3269,Hs.1570,HRH1,Histamine receptor H1,
eg:327:chr3:p,327,Hs.517969,APEH,N-acylaminoacyl-peptide hydrolase,
eg:3270:chr19:m,3270,Hs.436885,HRC,Histidine rich calcium binding protein,
eg:3273:chr3:p,3273,Hs.1498,HRG,Histidine-rich glycoprotein,
eg:3274:chr5:p,3274,Hs.247885,HRH2,Histamine receptor H2,
eg:3275:chr21:p,3275,Hs.154163,PRMT2,Protein arginine methyltransferase 2,
eg:3276:chr19:p,3276,Hs.20521,PRMT1,Protein arginine methyltransferase 1,
eg:327657:chr14:m,327657,Hs.317970,SERPINA9,"Serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9",
eg:328:chr14:p,328,Hs.73722,APEX1,APEX nuclease (multifunctional DNA repair enzyme) 1,
eg:3280:chr3:p,3280,Hs.250666,HES1,"Hairy and enhancer of split 1, (Drosophila)",
eg:3281:chr16:p,3281,Hs.250899,HSBP1,Heat shock factor binding protein 1,
eg:3283:chr1:p,3283,Hs.364941,HSD3B1,"Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1",
eg:3284:chr1:p,3284,Hs.654399,HSD3B2,"Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2",
eg:329:chr11:p,329,Hs.696238,BIRC2,Baculoviral IAP repeat containing 2,
eg:3290:chr1:p,3290,Hs.195040,HSD11B1,Hydroxysteroid (11-beta) dehydrogenase 1,
eg:3291:chr16:p,3291,Hs.1376,HSD11B2,Hydroxysteroid (11-beta) dehydrogenase 2,
eg:3292:chr17:p,3292,Hs.654385 /// Hs.655222,HSD17B1,Hydroxysteroid (17-beta) dehydrogenase 1,
eg:3293:chr9:m,3293,Hs.477,HSD17B3,Hydroxysteroid (17-beta) dehydrogenase 3,
eg:3294:chr16:p,3294,Hs.162795,HSD17B2,Hydroxysteroid (17-beta) dehydrogenase 2,
eg:3295:chr5:p,3295,Hs.406861,HSD17B4,Hydroxysteroid (17-beta) dehydrogenase 4,
eg:3297:chr8:p,3297,Hs.530227,HSF1,Heat shock transcription factor 1,
eg:3298:chr6:p,3298,Hs.158195,HSF2,Heat shock transcription factor 2,
eg:3299:chr16:p,3299,Hs.512156,HSF4,Heat shock transcription factor 4,
eg:33:chr2:m,33,Hs.471277,ACADL,"Acyl-CoA dehydrogenase, long chain",
eg:330:chr11:p,330,Hs.127799,BIRC3,Baculoviral IAP repeat containing 3,
eg:3300:chr2:p,3300,Hs.77768,DNAJB2,"DnaJ (Hsp40) homolog, subfamily B, member 2",
eg:3301:chr9:p,3301,Hs.445203,DNAJA1,"DnaJ (Hsp40) homolog, subfamily A, member 1",
eg:3303:chr6:p,3303,Hs.274402 /// Hs.722575,HSPA1A,Heat shock 70kDa protein 1A,
eg:3303:chr6_apd_hap1:p,3303,Hs.274402 /// Hs.722575,HSPA1A,Heat shock 70kDa protein 1A,
eg:3303:chr6_cox_hap2:p,3303,Hs.274402 /// Hs.722575,HSPA1A,Heat shock 70kDa protein 1A,
eg:3303:chr6_dbb_hap3:p,3303,Hs.274402 /// Hs.722575,HSPA1A,Heat shock 70kDa protein 1A,
eg:3303:chr6_qbl_hap6:p,3303,Hs.274402 /// Hs.722575,HSPA1A,Heat shock 70kDa protein 1A,
eg:3304:chr6:p,3304,Hs.719966,HSPA1B,Heat shock 70kDa protein 1B,
eg:3304:chr6_apd_hap1:p,3304,Hs.719966,HSPA1B,Heat shock 70kDa protein 1B,
eg:3304:chr6_cox_hap2:p,3304,Hs.719966,HSPA1B,Heat shock 70kDa protein 1B,
eg:3304:chr6_dbb_hap3:p,3304,Hs.719966,HSPA1B,Heat shock 70kDa protein 1B,
eg:3304:chr6_qbl_hap6:p,3304,Hs.719966,HSPA1B,Heat shock 70kDa protein 1B,
eg:3305:chr6:m,3305,Hs.690634,HSPA1L,Heat shock 70kDa protein 1-like,
eg:3305:chr6_apd_hap1:m,3305,Hs.690634,HSPA1L,Heat shock 70kDa protein 1-like,
eg:3305:chr6_cox_hap2:m,3305,Hs.690634,HSPA1L,Heat shock 70kDa protein 1-like,
eg:3305:chr6_dbb_hap3:m,3305,Hs.690634,HSPA1L,Heat shock 70kDa protein 1-like,
eg:3305:chr6_qbl_hap6:m,3305,Hs.690634,HSPA1L,Heat shock 70kDa protein 1-like,
eg:3306:chr14:p,3306,Hs.703900,HSPA2,Heat shock 70kDa protein 2,
eg:3308:chr5:p,3308,Hs.90093,HSPA4,Heat shock 70kDa protein 4,
eg:3309:chr9:m,3309,Hs.605502,HSPA5,"Heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)",
eg:331:chrX:p,331,Hs.356076,XIAP,X-linked inhibitor of apoptosis,
eg:3310:chr1:p,3310,Hs.654614,HSPA6,Heat shock 70kDa protein 6 (HSP70B'),
eg:3311:chr1:p,3311,,HSPA7,heat shock 70kDa protein 7 (HSP70B),
eg:3312:chr11:m,3312,Hs.180414,HSPA8,Heat shock 70kDa protein 8,
eg:3313:chr5:m,3313,Hs.184233,HSPA9,Heat shock 70kDa protein 9 (mortalin),
eg:3315:chr7:p,3315,Hs.520973,HSPB1,Heat shock 27kDa protein 1,
eg:3316:chr11:p,3316,Hs.709660,HSPB2,Heat shock 27kDa protein 2,
eg:332:chr17:p,332,Hs.740401,BIRC5,Baculoviral IAP repeat containing 5,
eg:3320:chr14:m,3320,Hs.525600,HSP90AA1,"Heat shock protein 90kDa alpha (cytosolic), class A member 1",
eg:3321:chr1:m,3321,Hs.171057,IGSF3,"Immunoglobulin superfamily, member 3",
eg:3326:chr6:p,3326,Hs.509736,HSP90AB1,"Heat shock protein 90kDa alpha (cytosolic), class B member 1",
eg:3329:chr2:m,3329,Hs.595053 /// Hs.727543,HSPD1,Heat shock 60kDa protein 1 (chaperonin),
eg:333:chr19:p,333,Hs.74565,APLP1,Amyloid beta (A4) precursor-like protein 1,
eg:3336:chr2:p,3336,Hs.1197,HSPE1,Heat shock 10kDa protein 1 (chaperonin 10),
eg:3337:chr19:m,3337,Hs.515210,DNAJB1,"DnaJ (Hsp40) homolog, subfamily B, member 1",
eg:3338:chr11:p,3338,Hs.172847,DNAJC4,"DnaJ (Hsp40) homolog, subfamily C, member 4",
eg:3339:chr1:m,3339,Hs.562227,HSPG2,Heparan sulfate proteoglycan 2,
eg:333926:chr1:m,333926,Hs.655231,PPM1J,"Protein phosphatase, Mg2+/Mn2+ dependent, 1J",
eg:333929:chr16:m,333929,Hs.673548,SNAI3,Snail homolog 3 (Drosophila),
eg:334:chr11:p,334,Hs.370247,APLP2,Amyloid beta (A4) precursor-like protein 2,
eg:3340:chr5:p,3340,Hs.222055,NDST1,N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1,
eg:3344:chr2:p,3344,Hs.468478,FOXN2,Forkhead box N2,
eg:3346:chr4:p,3346,Hs.250959,HTN1,Histatin 1,
eg:3347:chr4:p,3347,Hs.654442,HTN3,Histatin 3,
eg:335:chr11:m,335,Hs.93194,APOA1,Apolipoprotein A-I,
eg:3350:chr5:m,3350,Hs.247940,HTR1A,"5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled",
eg:3351:chr6:m,3351,Hs.123016,HTR1B,"5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled",
eg:3352:chr1:m,3352,Hs.121482,HTR1D,"5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled",
eg:3354:chr6:p,3354,Hs.1611,HTR1E,"5-hydroxytryptamine (serotonin) receptor 1E, G protein-coupled",
eg:3355:chr3:p,3355,Hs.248136,HTR1F,"5-hydroxytryptamine (serotonin) receptor 1F, G protein-coupled",
eg:3356:chr13:m,3356,Hs.72630,HTR2A,"5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled",
eg:3357:chr2:m,3357,Hs.421649,HTR2B,"5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled",
eg:3358:chrX:p,3358,Hs.149037,HTR2C,"5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled",
eg:3359:chr11:p,3359,Hs.413899,HTR3A,"5-hydroxytryptamine (serotonin) receptor 3A, ionotropic",
eg:336:chr1:m,336,Hs.237658,APOA2,Apolipoprotein A-II,
eg:3360:chr5:m,3360,Hs.483773,HTR4,"5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled",
eg:3361:chr7:p,3361,Hs.65791,HTR5A,"5-hydroxytryptamine (serotonin) receptor 5A, G protein-coupled",
eg:3362:chr1:p,3362,Hs.22180,HTR6,"5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled",
eg:3363:chr10:m,3363,Hs.73739,HTR7,"5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled",
eg:3364:chr7:m,3364,Hs.152983,HUS1,HUS1 checkpoint homolog (S. pombe),
eg:337:chr11:m,337,Hs.1247,APOA4,Apolipoprotein A-IV,
eg:3371:chr9:m,3371,Hs.143250,TNC,Tenascin C,
eg:3373:chr3:m,3373,Hs.75619,HYAL1,Hyaluronoglucosaminidase 1,
eg:3375:chr12:p,3375,Hs.46835,IAPP,Islet amyloid polypeptide,
eg:3376:chr9:m,3376,Hs.445403,IARS,Isoleucyl-tRNA synthetase,
eg:337867:chr13:p,337867,Hs.508545,UBAC2,UBA domain containing 2,
eg:337875:chr1:p,337875,Hs.529633,HIST2H2BA,"Histone cluster 2, H2ba (pseudogene)",
eg:337876:chr5:p,337876,Hs.213137,CHSY3,Chondroitin sulfate synthase 3,
eg:337878:chr21:m,337878,Hs.407656,KRTAP7-1,Keratin associated protein 7-1 (gene/pseudogene),
eg:337879:chr21:m,337879,Hs.407655,KRTAP8-1,Keratin associated protein 8-1,
eg:337880:chr21:m,337880,Hs.407654,KRTAP11-1,Keratin associated protein 11-1,
eg:337882:chr21:m,337882,Hs.61552,KRTAP19-1,Keratin associated protein 19-1,
eg:337959:chr21:m,337959,Hs.58152,KRTAP13-2,Keratin associated protein 13-2,
eg:337960:chr21:m,337960,Hs.553687,KRTAP13-3,Keratin associated protein 13-3,
eg:337963:chr21:m,337963,Hs.553688,KRTAP23-1,Keratin associated protein 23-1,
eg:337966:chr21:m,337966,Hs.553689,KRTAP6-1,Keratin associated protein 6-1,
eg:337967:chr21:m,337967,Hs.553690,KRTAP6-2,Keratin associated protein 6-2,
eg:337968:chr21:p,337968,Hs.553691,KRTAP6-3,Keratin associated protein 6-3,
eg:337969:chr21:m,337969,Hs.553692,KRTAP19-2,Keratin associated protein 19-2,
eg:337970:chr21:m,337970,Hs.60480,KRTAP19-3,Keratin associated protein 19-3,
eg:337971:chr21:m,337971,Hs.553693,KRTAP19-4,Keratin associated protein 19-4,
eg:337972:chr21:m,337972,Hs.553694,KRTAP19-5,Keratin associated protein 19-5,
eg:337973:chr21:m,337973,Hs.553695,KRTAP19-6,Keratin associated protein 19-6,
eg:337974:chr21:m,337974,Hs.553696,KRTAP19-7,Keratin associated protein 19-7,
eg:337975:chr21:p,337975,Hs.553697,KRTAP20-1,Keratin associated protein 20-1,
eg:337976:chr21:p,337976,Hs.553698,KRTAP20-2,Keratin associated protein 20-2,
eg:337977:chr21:m,337977,Hs.539723 /// Hs.567837,KRTAP21-1,Keratin associated protein 21-1,
eg:337978:chr21:m,337978,Hs.553699,KRTAP21-2,Keratin associated protein 21-2,
eg:337979:chr21:p,337979,Hs.553700,KRTAP22-1,Keratin associated protein 22-1,
eg:337985:chr21:p,337985,Hs.580878,KRTAP20-3,Keratin associated protein 20-3,
eg:338:chr2:m,338,Hs.120759,APOB,Apolipoprotein B (including Ag(x) antigen),
eg:338069:chr7:p,338069,Hs.662742,ST7-OT4,ST7 overlapping transcript 4 (non-protein coding),
eg:338094:chr1:m,338094,Hs.234786,FAM151A,"Family with sequence similarity 151, member A",
eg:3381:chr4:p,3381,Hs.518726,IBSP,Integrin-binding sialoprotein,
eg:3382:chr7:m,3382,Hs.487561,ICA1,"Islet cell autoantigen 1, 69kDa",
eg:3383:chr19:p,3383,Hs.643447,ICAM1,Intercellular adhesion molecule 1,
eg:338321:chr19:m,338321,Hs.661568,NLRP9,"NLR family, pyrin domain containing 9",
eg:338322:chr11:m,338322,Hs.449636,NLRP10,"NLR family, pyrin domain containing 10",
eg:338323:chr11:p,338323,Hs.449637,NLRP14,"NLR family, pyrin domain containing 14",
eg:338324:chr1:p,338324,Hs.442337,S100A7A,S100 calcium binding protein A7A,
eg:338328:chr8:p,338328,Hs.426410,GPIHBP1,Glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1,
eg:338339:chr12:p,338339,Hs.351811,CLEC4D,"C-type lectin domain family 4, member D",
eg:338376:chr9:m,338376,Hs.682604,IFNE,"Interferon, epsilon",
eg:338398:chr7:p,338398,Hs.688222,TAS2R60,"Taste receptor, type 2, member 60",
eg:3384:chr17:m,3384,Hs.431460,ICAM2,Intercellular adhesion molecule 2,
eg:338429:chr15:p,338429,,SNORD109B,"small nucleolar RNA, C/D box 109B",
eg:338433:chr15:p,338433,,SNORD115-1,"small nucleolar RNA, C/D box 115-1",
eg:338440:chr11:m,338440,Hs.501622,ANO9,Anoctamin 9,
eg:338442:chr12:m,338442,Hs.524812,HCAR2,Hydroxycarboxylic acid receptor 2,
eg:3385:chr19:m,3385,Hs.654563,ICAM3,Intercellular adhesion molecule 3,
eg:338557:chr10:p,338557,Hs.661022,O3FAR1,Omega-3 fatty acid receptor 1,
eg:338567:chr10:p,338567,Hs.449650,KCNK18,"Potassium channel, subfamily K, member 18",
eg:338588:chr10:p,338588,Hs.121365,LOC338588,Uncharacterized LOC338588,
eg:338596:chr10:m,338596,Hs.677766,ST8SIA6,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6",
eg:338599:chr10:m,338599,Hs.535090,DUPD1,Dual specificity phosphatase and pro isomerase domain containing 1,
eg:3386:chr19:p,3386,Hs.706750,ICAM4,Intercellular adhesion molecule 4 (Landsteiner-Wiener blood group),
eg:338645:chr11:p,338645,Hs.144138 /// Hs.655032,LUZP2,Leucine zipper protein 2,
eg:338651:chr11:p,338651,,LOC338651,uncharacterized LOC338651,
eg:338657:chr11:p,338657,Hs.534613,CCDC84,Coiled-coil domain containing 84,
eg:338661:chr11:m,338661,Hs.98377,TMEM225,Transmembrane protein 225,
eg:338662:chr11:p,338662,Hs.449688,OR8D4,"Olfactory receptor, family 8, subfamily D, member 4",
eg:338674:chr11:m,338674,Hs.553702,OR5F1,"Olfactory receptor, family 5, subfamily F, member 1",
eg:338675:chr11:m,338675,Hs.449692,OR5AP2,"Olfactory receptor, family 5, subfamily AP, member 2",
eg:338692:chr11:p,338692,Hs.438673,ANKRD13D,"Ankyrin repeat domain 13 family, member D",
eg:338699:chr11:p,338699,Hs.503438,ANKRD42,Ankyrin repeat domain 42,
eg:338707:chr11:p,338707,Hs.148074,B4GALNT4,"Beta-1,4-N-acetyl-galactosaminyl transferase 4",
eg:338751:chr11:m,338751,Hs.553703,OR52L1,"Olfactory receptor, family 52, subfamily L, member 1",
eg:338755:chr11:m,338755,Hs.534614,OR2AG2,"Olfactory receptor, family 2, subfamily AG, member 2",
eg:338758:chr12:p,338758,Hs.601766,LOC338758,Uncharacterized LOC338758,
eg:338761:chr12:m,338761,Hs.380386,C1QL4,"Complement component 1, q subcomponent-like 4",
eg:338773:chr12:m,338773,Hs.449718,TMEM119,Transmembrane protein 119,
eg:338785:chr12:m,338785,Hs.711471,KRT79,Keratin 79,
eg:338799:chr12:m,338799,Hs.524804,LOC338799,Uncharacterized LOC338799,
eg:338809:chr12:p,338809,Hs.326303,C12orf74,Chromosome 12 open reading frame 74,
eg:338811:chr12:m,338811,Hs.269745,FAM19A2,"Family with sequence similarity 19 (chemokine (C-C motif)-like), member A2",
